xloc,yloc,zloc,phase,date_clock,tsec,t0_loc,eigval_max,eigval_mid,eigval_min,eigvec_max_e,eigvec_max_n,eigvec_max_u,eigvec_mid_e,eigvec_mid_n,eigvec_mid_u,mom,fc_p,fc_s,rad,sd,mw,energy,src_nrcv,src_misfit,mom_sdev,fc_sdev,snr_loc,orthogonality,distance_rcv,noise_level_acc
335454.7,4263089.4,588.5,1,21:04:19:13:58:55,50335,0.4445,96.47,42.25,12.82,0.92209,-0.31378,-0.22649,0.31969,0.94746,-0.0111,4.81E+06,115.9,39.5,12.69,1030.165,-1.545,9.78E-02,3,0.2444,1.82E+06,35,2.4,0.873,1508.9,2.53E-06
335441.6,4263059.7,559.4,1,21:04:19:14:04:23,50663,0.0501,73.93,48.76,10.2,0.9272,-0.19886,-0.31741,0.20505,0.97865,-0.01417,2.31E+06,145.5,135.9,6.03,4594.556,-1.758,1.97E-01,6,0.323,7.94E+05,4.8,3.3,0.797,1481.9,1.79E-06
335285.2,4263138.8,542,1,22:04:19:17:17:45,148665,0.7294,63.69,57.36,9.5,0.85759,-0.27255,-0.43618,0.29224,0.95607,-0.02281,1.37E+07,47.8,105.4,14.09,2137.418,-1.243,5.36E-01,10,0.2841,1.65E+07,28.8,3.8,0.754,1514.5,2.44E-06
335327.6,4263110.1,546.5,1,22:04:19:17:18:47,148727,0.3617,69.7,10.95,10.03,0.87095,-0.272,-0.40922,0.24128,0.96223,-0.12606,8.28E+06,176.1,86.8,6.87,11178.779,-1.388,1.70E+00,11,0.3167,4.94E+06,44.6,6.8,0.755,1502.9,2.45E-06
335209.7,4263052.1,473.8,1,22:04:19:17:19:49,148789,0.7928,103.21,45.73,12.26,0.86991,-0.08977,-0.48497,0.10091,0.99489,-0.00315,4.42E+06,124.2,155.9,6.42,7311.365,-1.57,5.90E-01,3,0.2831,1.30E+06,15.9,4,0.758,1472.1,2.39E-06
335365,4263018.8,544,1,22:04:19:17:27:06,149226,0.3049,94.62,49.44,14.01,0.92027,-0.05342,-0.38762,0.05876,0.99827,0.00192,3.36E+07,149.7,110.2,6.58,51661.77,-0.982,3.16E+01,11,0.3534,9.20E+06,19.8,10,0.813,1485.3,3.16E-06
335430.3,4263106.2,566.1,1,22:04:19:17:27:13,149233,0.3165,100.85,33.75,12.21,0.83527,-0.44302,-0.32566,0.44578,0.89236,-0.07056,1.93E+06,153.8,150.8,5.6,4822.736,-1.809,1.73E-01,6,0.2481,8.69E+05,1.4,2.2,0.799,1493.9,2.94E-06
335369.1,4263123.9,564.3,1,22:04:19:17:27:24,149244,0.7878,73.54,48.56,9.58,0.87074,-0.29928,-0.39019,0.31419,0.94898,-0.02673,3.28E+06,124.2,109.2,7.32,3648.95,-1.657,2.18E-01,10,0.2687,2.84E+06,7.5,3.4,0.778,1509.1,2.88E-06
335326.3,4263076.6,516.6,1,22:04:19:17:27:28,149248,0.0079,61.98,19.28,9.52,0.88846,-0.20032,-0.41292,0.20811,0.97774,-0.02654,1.78E+07,110.6,104.1,7.96,15422.012,-1.167,5.04E+00,11,0.3703,5.53E+06,3.2,7.3,0.697,1472.7,3.45E-06
335233.6,4263074.6,495.9,1,22:04:19:17:28:17,149297,0.4094,79.92,18.46,11.62,0.8299,-0.31529,-0.46028,0.29872,0.9479,-0.1107,5.82E+06,143.5,113.7,6.61,8826.867,-1.49,9.52E-01,11,0.3453,2.10E+06,14.9,6.9,0.717,1484.5,2.72E-06
335208,4263052.4,481.2,1,22:04:19:17:28:20,149300,0.7146,64.79,54.66,9.62,0.85625,-0.08568,-0.50941,0.09886,0.9951,-0.0012,3.45E+07,26.1,114.7,23.04,1235.47,-0.974,7.79E-01,11,0.3249,5.19E+07,44.3,4.5,0.677,1479.6,2.49E-06
335271.4,4263081.7,485.8,1,22:04:19:17:28:38,149318,0.0773,94.83,58.51,12.7,0.87548,-0.16827,-0.45302,0.18148,0.98329,-0.01452,5.24E+06,114.3,97.3,8.03,4422.825,-1.52,4.30E-01,11,0.2852,2.98E+06,8.5,4.3,0.677,1462,2.87E-06
335443.6,4263080,573.3,1,22:04:19:17:29:58,149398,0.7752,92.62,26,10.77,0.90177,-0.36685,-0.22856,0.36987,0.92856,-0.03108,6.20E+06,149.2,98.4,6.71,8965.616,-1.472,1.10E+00,7,0.2973,1.31E+06,25.4,4.6,0.897,1496.1,2.56E-06
335278.5,4263066.3,529,1,22:04:19:17:30:48,149448,0.8597,61.99,27.32,9.5,0.88875,-0.14401,-0.43518,0.15414,0.98797,-0.01213,9.02E+07,166.9,96.5,6.64,134995.74,-0.697,2.24E+02,11,0.3085,3.55E+07,35.2,13.7,0.921,1499.2,6.41E-06
335391.6,4263000.6,573.1,1,22:04:19:17:32:22,149542,0.2846,70.24,42.9,9.56,0.93969,-0.01292,-0.34178,0.01552,0.99987,0.00488,3.04E+06,161.4,117.2,6.08,5907.575,-1.678,3.33E-01,11,0.2871,4.66E+06,22.1,3.9,0.805,1506,4.06E-06
335304.6,4263046.9,541.1,1,22:04:19:17:34:40,149680,0.703,68.62,37.43,9.51,0.90258,-0.1038,-0.41783,0.11245,0.99365,-0.00394,8.92E+06,52.1,118.4,12.82,1850.654,-1.366,3.03E-01,9,0.3013,1.05E+07,33.1,4,0.81,1501.4,2.75E-06
335328.9,4263165,523.1,1,22:04:19:17:37:36,149856,0.2914,71.11,21.03,12.83,0.81531,-0.39899,-0.41961,0.40852,0.90995,-0.07148,2.64E+06,135.9,122.2,6.6,4016.669,-1.719,1.95E-01,10,0.3026,1.94E+06,6.9,3.4,0.652,1485.6,2.23E-06
335316.6,4263058.3,510.7,1,22:04:19:17:37:37,149857,0.0393,63.91,33.74,9.51,0.89681,-0.14466,-0.4181,0.15332,0.98809,-0.01301,2.19E+06,195.5,124.9,5.38,6152.927,-1.773,2.47E-01,10,0.2898,8.33E+06,35.3,4.4,0.677,1469.1,3.15E-06
335370.8,4263012.3,589.1,1,22:04:19:17:38:08,149888,0.2239,69.24,14.11,9.49,0.93594,-0.03259,-0.35066,0.03754,0.99927,0.00733,3.05E+06,91.9,108.9,8.72,2009.739,-1.677,1.14E-01,6,0.2345,3.58E+06,8.2,2.7,0.78,1527,2.21E-06
335349.6,4263127.5,513.7,1,22:04:19:17:41:43,150103,0.9327,63.71,45.4,9.52,0.85226,-0.3301,-0.40581,0.34349,0.93822,-0.0418,2.44E+06,161.8,123.5,5.96,5029.75,-1.742,2.25E-01,11,0.2956,1.95E+06,19.2,3.8,0.677,1466.7,2.55E-06
335253.6,4263024.3,471.1,1,22:04:19:17:42:07,150127,0.1813,74.92,73.9,10.44,0.86647,-0.10374,-0.48833,0.1049,0.99417,-0.02507,2.05E+06,179.2,117.8,5.84,4499.799,-1.793,1.68E-01,9,0.3069,6.27E+05,30.7,3.9,0.631,1452.2,2.67E-06
335422.3,4263022.9,569.3,1,22:04:19:17:42:12,150132,0.5284,67.61,50.03,9.16,0.96923,-0.09351,-0.22769,0.09534,0.99544,-0.00296,1.98E+06,155.8,115.2,6.25,3546.42,-1.803,1.30E-01,10,0.293,2.22E+06,20.3,3.3,0.754,1494.9,2.07E-06
335372.3,4263061.3,604.2,1,23:04:19:14:18:08,224288,0.2079,72.29,35.39,10.62,0.91613,-0.19559,-0.34994,0.20097,0.97937,-0.02127,4.24E+06,170.6,127.4,5.68,10133.439,-1.582,7.98E-01,11,0.3145,1.51E+06,21.6,3.3,0.811,1542.5,2.28E-06
335434.5,4263154.7,583.8,1,23:04:19:15:55:17,230117,0.9924,81.62,19.21,10.48,0.86509,-0.4451,-0.2313,0.45486,0.89048,-0.01235,2.14E+06,142.6,124.7,6.16,3999.103,-1.78,1.69E-01,8,0.2664,6.33E+06,8.9,2.2,0.592,1514.4,2.42E-06
335337,4263017.8,554.5,1,23:04:19:15:59:57,230397,0.1938,75.81,22.9,9.95,0.91484,-0.04792,-0.40097,0.05326,0.99858,0.00218,7.42E+06,61.9,125.2,11.14,2344.747,-1.42,3.17E-01,10,0.2847,1.24E+07,31.6,3.5,0.735,1503.4,2.34E-06
335306.8,4263092,555.2,1,23:04:19:16:00:38,230438,0.4185,68.74,20.65,9.51,0.77511,-0.49595,-0.39145,0.47526,0.86591,-0.15601,3.21E+06,148.9,108.8,6.61,4860.92,-1.662,2.87E-01,11,0.2519,1.88E+06,20,4.1,0.819,1516.3,2.94E-06
335434.8,4262975.9,250.2,1,23:04:19:16:01:00,230460,0.6365,85.85,22.1,11.48,0.89266,0.09436,-0.44074,-0.08495,0.99554,0.04107,5.44E+06,91,113.4,8.85,3436.575,-1.51,3.34E-01,11,0.2898,4.97E+06,11.2,3.5,0.873,1183.8,3.84E-06
335469.2,4263033.3,587.1,1,23:04:19:16:01:03,230463,0.901,98.41,33.79,12.12,0.95972,-0.17697,-0.21821,0.17868,0.98383,-0.01203,4.54E+06,129.9,102.1,7.09,5571.182,-1.562,4.99E-01,10,0.282,1.85E+06,13.9,4.8,0.858,1502,2.77E-06
335401.3,4263063.2,570.9,1,23:04:19:16:01:26,230486,0.2402,67.28,36.9,9.42,0.91481,-0.21889,-0.33942,0.22412,0.97426,-0.02426,1.31E+07,47.4,115.5,13.8,2177.687,-1.256,5.29E-01,10,0.317,2.30E+07,34.1,4.6,0.701,1502.9,2.86E-06
335312.2,4263029.1,536.2,1,23:04:19:16:02:00,230520,0.3693,91.37,62.73,11.96,0.90764,-0.07096,-0.41372,0.07736,0.997,-0.00128,3.70E+06,150.1,105.9,6.67,5454.651,-1.621,3.71E-01,11,0.3062,1.31E+06,22.1,5.4,0.914,1493.8,2.45E-06
335345.6,4263059.9,571.6,1,23:04:19:16:03:06,230586,0.0986,63.46,34.52,9.56,0.90685,-0.14472,-0.39583,0.15381,0.98806,-0.00888,7.47E+06,186.6,94.4,6.41,12419.72,-1.418,1.69E+00,11,0.3166,3.57E+06,46.1,8.9,0.822,1518.6,2.34E-06
335366.2,4263054.5,566.9,1,23:04:19:16:03:07,230587,0.336,67.43,43.12,10.1,0.91227,-0.14103,-0.38454,0.14931,0.98875,-0.00841,4.94E+06,110.5,111.8,7.77,4609.879,-1.538,4.14E-01,11,0.2933,5.16E+06,0.6,5,0.686,1508,3.14E-06
335378.7,4263076.9,542,1,23:04:19:16:03:19,230599,0.3069,100.24,20.17,14.35,0.89196,-0.23993,-0.3832,0.24052,0.9695,-0.04718,4.14E+06,136.3,111.6,6.88,5563.865,-1.588,4.20E-01,11,0.3213,1.58E+06,12.3,5.1,0.912,1481.7,2.68E-06
335301.6,4263061.3,510.3,1,23:04:19:16:03:52,230632,0.5903,85.89,75.87,10.47,0.89723,-0.11538,-0.42623,0.12767,0.99182,0.00027,6.49E+06,101.2,102.8,8.44,4724.839,-1.458,5.63E-01,11,0.297,2.07E+06,0.8,3.8,0.725,1473.8,2.60E-06
335230.4,4263193.2,445.4,1,23:04:19:16:03:55,230635,0.3952,75.61,22.48,9.99,0.79981,-0.29701,-0.52162,0.33097,0.94318,-0.02956,8.47E+06,135.6,110,6.98,10874.68,-1.381,1.68E+00,11,0.3227,2.24E+06,12.8,5.7,0.647,1450.6,2.76E-06
335315.3,4263073.2,515.2,1,23:04:19:16:03:56,230636,0.5273,62.58,17.55,10.79,0.88888,-0.18457,-0.41931,0.19136,0.98117,-0.02622,2.36E+07,170,99,6.49,37729.844,-1.085,1.63E+01,11,0.3745,1.36E+07,35.5,7.6,0.851,1474.6,4.59E-06
335381.4,4263022.3,205.9,1,23:04:19:16:04:25,230665,0.1945,70.82,24.62,9.74,0.88623,-0.06486,-0.45867,0.07268,0.99736,-0.00062,1.64E+06,118.6,145.1,6.77,2314.489,-1.857,6.91E-02,7,0.2448,3.58E+06,13.2,2.1,0.701,1159,2.97E-06
335328.1,4263103.9,580.5,1,23:04:19:16:04:42,230682,0.6679,105.61,45.93,16.48,0.86985,-0.27943,-0.40655,0.28786,0.95676,-0.04169,2.59E+06,154.9,123.1,6.14,4902.204,-1.725,2.31E-01,5,0.2547,5.49E+05,15.9,2.8,0.938,1534.7,2.07E-06
335430.1,4263099.4,576.5,1,23:04:19:16:04:52,230692,0.0797,109.76,67.01,14.52,0.87558,-0.28559,-0.38961,0.30034,0.95353,-0.024,4.76E+06,131.5,113.7,6.9,6348.171,-1.548,5.62E-01,11,0.2939,2.92E+06,8.9,5.4,0.8,1503.5,2.48E-06
335484.5,4263033.8,570.4,1,23:04:19:16:05:04,230704,0.5475,99.64,14.57,11.74,0.95356,-0.21463,-0.21134,0.20992,-0.02967,0.97727,3.43E+06,132.7,120.1,6.53,5397.912,-1.643,3.66E-01,11,0.2943,2.06E+06,6.3,3,0.578,1482.5,2.73E-06
335199.9,4263142.8,442.1,1,23:04:19:16:05:05,230705,0.1035,105.96,44.46,15.66,0.80417,-0.23141,-0.5475,0.25713,0.96589,-0.03057,1.19E+07,154.8,95.1,7.04,14849.729,-1.284,3.15E+00,11,0.3258,4.03E+06,29.9,3.6,0.569,1453.4,4.29E-06
335324.8,4263044.1,553.8,1,23:04:19:16:05:14,230714,0.6195,86.17,29.79,12.06,0.90547,-0.11247,-0.40923,0.11947,0.9928,-0.00851,4.65E+07,172.1,112.5,6.06,91302.615,-0.888,7.73E+01,11,0.3853,1.29E+07,29.8,11.6,0.925,1507.1,3.37E-06
335309.2,4263136.8,520.4,1,23:04:19:16:05:22,230722,0.6558,78.95,52.04,9.88,0.86278,-0.26907,-0.42802,0.28966,0.95697,-0.01772,2.16E+06,143.6,140,6.04,4280.509,-1.777,1.70E-01,9,0.1934,1.32E+07,1.8,2.7,0.645,1486.2,3.38E-06
335317.5,4263057.5,512.1,1,23:04:19:16:05:30,230730,0.2199,83.51,55.39,11.5,0.8969,-0.14717,-0.41703,0.15553,0.98773,-0.01409,7.43E+06,135.4,101.4,7.19,8755.124,-1.419,1.20E+00,11,0.3131,1.86E+06,17,5,0.838,1470.2,2.29E-06
335442,4263014.8,229.4,1,23:04:19:16:05:31,230731,0.4861,71.58,13.27,9.94,0.89459,-0.05373,-0.44365,0.06162,0.99809,0.00338,4.15E+06,146.2,95.2,7.24,4790.036,-1.588,3.56E-01,9,0.2274,1.73E+06,25.4,3,0.858,1161.8,4.83E-06
335235,4263063.1,515.7,1,23:04:19:16:05:34,230734,0.2818,62.29,53.28,9.51,0.87878,-0.11109,-0.46412,0.12381,0.9923,-0.0031,2.66E+07,177.6,102.2,6.25,47720.693,-1.05,2.35E+01,11,0.3109,9.97E+06,37.7,8.5,0.88,1501.9,3.58E-06
335222.8,4263111.2,509,1,23:04:19:16:05:55,230755,0.9603,62.32,31.25,9.5,0.85744,-0.19712,-0.47534,0.21511,0.97644,-0.0169,8.21E+07,196.6,95.2,6.21,149920.758,-0.724,2.28E+02,11,0.3327,3.74E+07,50.7,16,0.89,1503.2,4.34E-06
335421.9,4263043.9,583.6,1,23:04:19:16:06:10,230770,0.9607,67.31,31.11,8.99,0.95529,-0.17499,-0.23835,0.17781,0.98402,-0.00977,2.52E+06,208.2,123,5.09,8338.709,-1.733,4.14E-01,9,0.2953,6.38E+05,42.6,5.8,0.834,1509.4,1.96E-06
335418.7,4263063.3,232.6,1,23:04:19:16:06:19,230779,0.2706,64.19,57.92,9.54,0.88,-0.19847,-0.43153,0.20978,0.97751,-0.02178,1.64E+06,147.1,110.1,6.66,2421.85,-1.857,7.22E-02,10,0.2486,1.50E+06,18.5,2.7,0.701,1173.7,2.55E-06
335371.7,4263097.4,562.8,1,23:04:19:16:06:39,230799,0.3527,75.3,42.47,10.33,0.89099,-0.23454,-0.38874,0.24773,0.96869,-0.01664,1.33E+07,42.8,113.8,15.17,1660.026,-1.252,4.00E-01,8,0.282,2.90E+07,35.3,2.6,0.684,1505,2.22E-06
335429.9,4263107.2,549.4,1,23:04:19:16:07:02,230822,0.1793,85.06,22.21,10.07,0.89211,-0.30427,-0.33401,0.31473,0.94888,-0.02378,1.91E+06,138.9,117.7,6.58,2927.561,-1.813,1.04E-01,7,0.233,3.85E+06,10.5,2,0.669,1477.9,2.48E-06
335297.6,4263118.2,503.6,1,23:04:19:16:07:53,230873,0.8469,71.62,69.13,9.53,0.8988,-0.05422,-0.43499,0.09071,0.99385,0.06354,2.22E+06,146.5,124.7,6.27,3950.873,-1.769,1.63E-01,11,0.2987,2.68E+06,10.9,3.6,0.676,1472.5,2.24E-06
335410.5,4263027.3,603.3,1,23:04:19:17:29:16,235756,0.7214,76.77,62.9,10.95,0.9657,-0.09163,-0.24298,0.0943,0.99554,-0.00063,7.74E+06,177.9,104.3,5.98,15827.753,-1.407,2.42E+00,11,0.3317,2.35E+06,36.8,4.9,0.901,1530.9,2.27E-06
335384,4263118.4,549.7,1,23:04:19:18:06:26,237986,0.2391,67.99,47.51,9.57,0.84598,-0.37315,-0.3809,0.38123,0.92271,-0.05722,3.84E+06,131.1,114,6.97,4968.246,-1.611,3.47E-01,10,0.2844,1.45E+06,8.5,3.8,0.744,1490.6,1.98E-06
335332.5,4262991.3,566.3,1,23:04:19:18:15:08,238508,0.6483,67.34,13.12,9.56,0.91646,0.01056,-0.39998,-0.00483,0.99987,0.01534,3.44E+06,116.1,152.2,6.73,4938.997,-1.642,3.09E-01,11,0.3011,3.00E+06,18.1,4,0.815,1515.8,2.06E-06
335206,4263094.2,462.2,1,23:04:19:18:30:58,239458,0.2054,75.7,22.76,10.47,0.83884,-0.16867,-0.51758,0.18422,0.98265,-0.02166,2.82E+06,119.3,97.9,7.9,2502.229,-1.7,1.29E-01,10,0.2487,1.49E+06,10.7,2.2,0.637,1465.2,2.11E-06
335382.1,4263043.4,634.8,1,24:04:19:05:03:13,277393,0.9063,68.19,34.34,8.78,0.95572,-0.1492,-0.25367,0.15238,0.9883,-0.0072,3.36E+06,133.1,103.6,6.95,4377.085,-1.649,2.90E-01,10,0.2894,1.77E+06,14.7,5.6,0.863,1568.8,2.16E-06
335400.6,4263070.3,378.6,2,25:04:19:17:42:22,409342,0.9807,70.91,23.67,10.81,0.88777,-0.22384,-0.40219,0.23113,0.97243,-0.03102,3.34E+06,97,79.3,9.64,1629.813,-1.651,1.01E-01,10,0.3453,1.94E+06,8.9,2,0.652,1318.7,3.04E-06
335414,4263020.8,495.9,2,25:04:19:17:42:26,409346,0.5366,74.23,32.34,9.73,0.9272,-0.07265,-0.36746,0.0775,0.99699,-0.00156,4.53E+06,105.3,83.1,9.05,2673.79,-1.563,2.21E-01,10,0.3545,2.30E+06,11.1,4.5,0.684,1425.8,1.85E-06
335463.8,4263035,502.3,2,26:04:19:11:00:34,471634,0.6117,61.87,38.09,9.44,0.94074,-0.13138,-0.31266,0.13617,0.99066,-0.00659,4.03E+06,107.7,147,7.09,4949.05,-1.596,3.71E-01,11,0.3075,2.60E+06,19.7,3.9,0.823,1420.4,2.95E-06
335298.9,4263048.9,387.2,2,26:04:19:11:02:13,471733,0.0932,85.15,66.21,10.4,0.86923,-0.10593,-0.48293,0.11737,0.99307,-0.00656,2.96E+06,121.6,117.3,7.23,3423.137,-1.686,1.85E-01,11,0.2954,1.11E+06,2.1,3.1,0.773,1358.5,2.45E-06
335427.4,4263013.3,456.9,2,26:04:19:11:03:07,471787,0.7224,68.64,18.51,9.88,0.93112,-0.04645,-0.36173,0.05132,0.99867,0.00386,5.76E+06,113,109.1,7.71,5488.02,-1.493,5.80E-01,10,0.3195,1.66E+06,1.9,4.7,0.828,1384.6,2.61E-06
335390.6,4262973.2,340.6,2,26:04:19:11:05:00,471900,0.2222,93.8,36.99,15.34,0.89543,0.09899,-0.43406,-0.0921,0.99506,0.03693,2.67E+06,105.3,128,7.66,2599.015,-1.716,1.26E-01,10,0.2678,1.95E+06,11.3,2.4,0.618,1283.2,2.19E-06
335426.3,4262990.8,441.7,2,26:04:19:11:06:02,471962,0.7653,64.51,12.6,9.74,0.9302,0.04368,-0.36444,-0.03334,0.99884,0.03463,9.60E+06,123.7,77.2,8.6,6593.616,-1.345,1.16E+00,11,0.3097,2.15E+07,23.3,7.1,0.768,1370,4.35E-06
335383.2,4263150.1,373.2,2,26:04:19:11:06:03,471963,0.4862,72.41,22.63,9.67,0.81769,-0.36346,-0.44642,0.3828,0.92248,-0.04989,7.67E+06,90.1,63,11.26,2350.677,-1.41,3.29E-01,4,0.0427,4.75E+07,12.8,2.3,0.488,1325.7,4.69E-06
335448.6,4263011,440.5,2,26:04:19:11:08:06,472086,0.5736,69.36,33.16,9.97,0.93392,-0.04756,-0.35431,0.05163,0.99866,0.00203,2.69E+06,95.5,148.4,7.73,2544.061,-1.714,1.25E-01,8,0.2699,2.31E+06,26.3,2.5,0.725,1363.3,2.19E-06
335320.8,4263028.7,365.1,2,26:04:19:11:11:01,472261,0.424,66.58,51.04,9.81,0.86725,-0.06443,-0.49368,0.0742,0.99724,0.00019,4.55E+06,152.8,68.9,8.47,3273.588,-1.561,2.67E-01,10,0.3413,1.88E+06,42,4.3,0.773,1329.5,1.96E-06
335422.5,4263021.8,474.8,2,26:04:19:11:17:32,472652,0.0602,71.11,25.52,9.84,0.92903,-0.07787,-0.36173,0.08263,0.99658,-0.00233,5.58E+06,63,95.8,11.78,1491.641,-1.502,1.53E-01,11,0.2696,5.74E+06,16.4,3.6,0.829,1403.3,2.26E-06
335356.4,4263125.3,394.7,2,26:04:19:11:18:07,472687,0.8908,71.55,27.23,9.66,0.84685,-0.2775,-0.4537,0.29741,0.95432,-0.02857,1.78E+06,144.8,110.5,6.72,2567.845,-1.832,8.36E-02,10,0.2964,1.07E+06,17.1,2.3,0.711,1351.5,2.04E-06
335521.3,4263057.9,471.2,2,26:04:19:11:34:32,473672,0.2373,75.98,39.89,10.03,0.92656,-0.24758,-0.28319,0.25311,0.96728,-0.01748,2.54E+06,101.6,125.1,7.78,2363.346,-1.73,1.12E-01,9,0.248,3.40E+06,11.7,2.3,0.744,1379.1,2.13E-06
335459.3,4263018.3,461.7,2,27:04:19:07:46:05,546365,0.1199,60.08,23.54,9.6,0.93524,-0.07684,-0.34558,0.08102,0.99671,-0.00233,1.40E+07,132.4,90,7.73,13252.769,-1.237,3.37E+00,11,0.2929,5.14E+06,21.2,8.5,0.814,1381.5,2.82E-06
335444.5,4263072.9,396.6,2,27:04:19:07:47:23,546443,0.1044,61.13,56.89,9.67,0.91004,-0.1846,-0.37115,0.1981,0.98018,-0.00179,4.19E+06,153.8,131.2,5.97,8639.477,-1.585,6.72E-01,10,0.3098,1.36E+06,11.3,4,0.599,1324.2,2.85E-06
335392.9,4263038.1,434.5,2,27:04:19:07:47:24,546444,0.4238,62.48,48.69,9.56,0.91358,-0.10535,-0.39278,0.11307,0.99358,-0.00352,4.66E+06,120.2,101.2,7.68,4506.199,-1.555,3.89E-01,11,0.3088,3.63E+06,9.5,3.2,0.758,1372.9,3.87E-06
335420.7,4263068.1,443,2,27:04:19:07:48:32,546512,0.6429,95.34,77.95,11.67,0.90789,-0.19328,-0.37199,0.20349,0.979,-0.01203,1.33E+06,147,137.3,6.01,2679.993,-1.918,6.54E-02,10,0.2307,1.33E+06,4.8,2.1,0.724,1374.8,2.49E-06
335379.2,4263037.9,385.9,2,27:04:19:07:53:37,546817,0.7341,79.44,70.67,10.13,0.89744,-0.08889,-0.43209,0.09905,0.99508,0.00102,2.12E+06,147.6,108.8,6.71,3067.893,-1.783,1.18E-01,10,0.2576,2.11E+06,19.4,2.8,0.696,1330.4,2.13E-06
335349.9,4263108.1,411,2,27:04:19:11:19:29,559169,0.866,75.44,35.7,32.21,0.51962,-0.7724,-0.36523,0.25567,0.54846,-0.79613,1.51E+07,119.6,126.6,7.09,18566.882,-1.213,5.13E+00,11,0.3053,3.53E+06,3.5,9.7,0.859,1367.4,3.55E-06
335363.9,4263111.5,410.7,2,27:04:19:11:20:10,559210,0.991,99.76,58.67,21.32,0.25613,-0.93449,-0.24725,0.86108,0.3368,-0.38093,1.45E+07,120,100.2,7.72,13769.341,-1.226,3.69E+00,11,0.3251,3.61E+06,9.9,9.7,0.839,1363.1,2.84E-06
335422.2,4263000.1,180.1,2,27:04:19:11:20:50,559250,0.9746,64.95,15.26,10.2,0.89785,-0.01442,-0.44006,0.02042,0.99975,0.00889,2.33E+06,104.4,122.5,7.8,2144.157,-1.756,9.08E-02,9,0.245,3.02E+06,9,2.9,0.739,1120.8,2.35E-06
335366.7,4263056.2,468.8,2,27:04:19:11:22:35,559355,0.6675,45.85,25.71,20.46,0.72948,-0.53686,-0.42385,0.35004,-0.23936,0.90564,3.46E+06,131.6,107.2,7.12,4192.1,-1.641,2.66E-01,11,0.3283,2.04E+06,12.2,5.7,0.794,1413.9,2.45E-06
335353,4263093.4,410.8,2,27:04:19:11:24:09,559449,0.0334,72.83,48.36,9.87,0.88046,-0.20743,-0.42634,0.22367,0.97459,-0.01227,3.57E+06,77.9,96.1,10.2,1472.834,-1.632,9.75E-02,10,0.2965,7.04E+06,9.1,3,0.75,1365.1,2.16E-06
335294.5,4263002,371.5,2,27:04:19:11:24:38,559478,0.9295,210.98,76.81,68.84,-0.81106,-0.1235,0.57178,0.01524,-0.98159,-0.19039,2.12E+06,156.9,129.7,6.03,4239.932,-1.782,1.61E-01,11,0.2811,1.27E+06,13.6,2.6,0.695,1344.3,2.08E-06
335355.5,4263074.3,440.4,2,27:04:19:11:24:42,559482,0.9995,28.22,24.21,14.01,0.01315,0.25288,0.96741,-0.60602,0.77157,-0.19345,1.71E+07,141.8,100.4,7.05,21431.88,-1.177,6.81E+00,11,0.3114,5.63E+06,20.7,10.3,0.885,1391.2,2.92E-06
335430,4263023.1,466.2,2,27:04:19:11:25:52,559552,0.0787,73.03,15.19,10.51,0.92947,-0.08554,-0.35884,0.08966,0.99596,-0.00516,3.07E+06,124.9,113.9,7.14,3681.634,-1.675,2.07E-01,10,0.2995,2.08E+06,5.5,5.5,0.872,1393.1,2.17E-06
