xloc,yloc,zloc,phase,date_clock,tsec,t0_loc,eigval_max,eigval_mid,eigval_min,eigvec_max_e,eigvec_max_n,eigvec_max_u,eigvec_mid_e,eigvec_mid_n,eigvec_mid_u,mom,fc_p,fc_s,rad,sd,mw,energy,src_nrcv,src_misfit,mom_sdev,fc_sdev,snr_loc,orthogonality,distance_rcv,noise_level_acc
335402,4263087,399.5,2,27:04:19:11:26:28,559588,0.4715,50.62,29.74,25.09,0.44896,-0.83097,-0.32852,-0.09921,0.31903,-0.94254,1.24E+07,182.4,125.6,5.55,31829.803,-1.27,7.35E+00,11,0.3205,3.39E+06,28.4,9.1,0.824,1339.3,3.67E-06
335521.6,4263002.6,477.6,2,27:04:19:11:26:30,559590,0.5575,72.1,9.92,5.21,0.96042,0.02269,-0.27763,0.27773,-0.00102,0.96066,4.59E+06,102.2,158.7,7.18,5434.901,-1.559,4.64E-01,7,0.264,3.55E+06,27.8,2.6,0.649,1383.7,3.18E-06
335420.7,4263019.7,426.6,2,27:04:19:11:27:22,559642,0.4239,76.38,21.65,10.66,0.92593,-0.06767,-0.37157,0.07277,0.99735,-0.00029,2.29E+06,122.8,150.5,6.49,3662.409,-1.761,1.54E-01,11,0.2663,2.54E+06,13.8,2.5,0.672,1357.2,2.37E-06
335210.2,4263053.8,372.5,2,27:04:19:11:27:43,559663,0.624,150.21,115.1,31.21,0.80182,-0.07334,-0.59305,-0.09528,-0.99543,-0.00573,2.66E+06,112.3,145.5,7.01,3377.952,-1.717,1.63E-01,10,0.2911,4.46E+06,16.6,3.4,0.773,1379.2,2.20E-06
335419.1,4263078.1,476.7,2,27:04:19:11:27:46,559666,0.812,73.12,54.26,23.87,0.43669,-0.8609,-0.26104,0.81443,0.50158,-0.29174,2.63E+07,218.5,152.4,4.61,117528.819,-1.053,5.68E+01,11,0.3431,6.81E+06,33,14.3,0.862,1408.3,2.63E-06
335393.3,4263059.4,395.5,2,27:04:19:11:28:44,559724,0.4485,21.73,11.78,9.92,0.31221,-0.05542,0.9484,-0.23235,0.96353,0.13279,9.94E+06,181.6,122.8,5.63,24426.068,-1.335,4.50E+00,11,0.3225,2.81E+06,29.4,8.7,0.869,1336.3,3.64E-06
335399.7,4263049.6,465.1,2,27:04:19:11:28:45,559725,0.9824,63.77,29.88,9.9,0.91076,-0.16312,-0.37936,0.16929,0.98541,-0.01728,9.06E+06,175.8,129.8,5.57,22879.576,-1.362,3.80E+00,11,0.3255,2.15E+06,23,7.1,0.825,1400.8,3.42E-06
335504.5,4263032.6,433.2,2,27:04:19:11:29:08,559748,0.1453,64.59,24.3,9.62,0.93612,-0.14404,-0.32084,0.14841,0.98887,-0.01091,3.84E+06,133.1,129.2,6.55,5961.76,-1.611,4.16E-01,11,0.3282,9.58E+05,1.9,3.8,0.78,1344.2,2.14E-06
335464.1,4263032.6,495.1,2,27:04:19:11:29:45,559785,0.8495,75.2,21.34,10.31,0.9296,-0.14978,-0.33677,0.15251,0.98813,-0.01849,5.42E+06,89.5,108.2,8.98,3279.813,-1.51,3.24E-01,10,0.318,2.97E+06,9.3,5.3,0.855,1413.2,2.37E-06
335357,4263036.7,387.7,2,27:04:19:11:30:05,559805,0.008,78.39,48.53,9.99,0.88915,-0.10314,-0.44585,0.11107,0.99378,-0.00839,4.15E+06,115.7,119.7,7.4,4491.075,-1.588,3.40E-01,11,0.3121,2.12E+06,2,3,0.661,1339,2.94E-06
335213.2,4263075.2,338,2,27:04:19:11:30:11,559811,0.802,123.38,94.13,36.24,-0.81889,-0.11041,0.56324,0.04956,-0.99126,-0.12225,4.05E+06,129.8,124.5,6.78,5695.165,-1.595,4.20E-01,8,0.2839,2.43E+06,2.6,3.3,0.736,1347.9,3.48E-06
335327.3,4263123.3,428.6,2,27:04:19:11:30:13,559813,0.2365,132.58,72.49,19.14,0.70387,-0.568,-0.42654,0.54716,0.81648,-0.18433,2.57E+06,158.3,117.1,6.18,4758.754,-1.727,2.27E-01,9,0.2468,1.01E+07,20.6,2.6,0.796,1392.6,7.69E-06
335398.7,4263023.8,179.1,2,27:04:19:11:30:22,559822,0.7408,62.04,43.55,9.7,0.88142,-0.0718,-0.46684,0.08035,0.99677,-0.00161,3.03E+06,112.2,83.7,8.75,1981.879,-1.679,1.09E-01,6,0.3001,8.74E+05,14,2.2,0.648,1127.9,3.35E-06
335225,4263061.5,363.5,2,27:04:19:11:30:27,559827,0.228,111.84,68.04,20.2,0.81537,-0.17687,-0.55126,0.18107,0.98233,-0.04735,2.37E+06,146.4,129.9,6.21,4333.45,-1.751,1.87E-01,9,0.2736,5.12E+06,8.2,2.5,0.645,1365.4,3.68E-06
335236.6,4263091.2,342.6,2,27:04:19:11:30:28,559828,0.5715,152.87,103.59,27.25,0.80655,-0.17587,-0.56439,0.18934,0.98128,-0.03521,4.92E+06,143.2,142.5,6.05,9698.554,-1.539,8.68E-01,11,0.3373,1.50E+07,0.3,3.7,0.774,1343.4,5.51E-06
335371.8,4263060.3,469.9,2,27:04:19:11:30:31,559831,0.1175,45.96,28.12,22.13,0.69345,-0.59676,-0.40375,0.51967,0.80239,-0.29343,8.39E+07,160.2,87.4,7.13,101107.272,-0.717,1.56E+02,11,0.2975,3.14E+07,36.4,15.8,0.916,1413.7,3.78E-06
335412.5,4263071.1,406.5,2,27:04:19:11:30:43,559843,0.089,76.03,26.62,9.93,0.8884,-0.24018,-0.39123,0.24725,0.96839,-0.03305,4.14E+06,112.5,119.9,7.45,4390.914,-1.589,3.37E-01,8,0.2602,1.84E+06,3.7,3.2,0.739,1342,3.44E-06
335233.4,4263085,392.8,2,27:04:19:11:31:01,559861,0.6655,184.57,78.94,47.7,0.79053,-0.23341,-0.5662,0.21213,0.97165,-0.10438,3.45E+06,126.3,91.3,7.96,2992.42,-1.641,1.85E-01,8,0.2699,1.24E+06,17.4,2.3,0.792,1390.1,3.01E-06
335295.5,4263090.4,313.3,2,27:04:19:11:31:46,559906,0.6779,65.04,36.12,9.51,0.85087,-0.18841,-0.49044,0.2062,0.97834,-0.01811,5.21E+06,129.6,112.8,7.07,6459.949,-1.522,6.13E-01,10,0.2813,4.64E+06,8.4,3.1,0.705,1293.5,5.34E-06
335344.6,4263020.8,375.2,2,27:04:19:11:33:04,559984,0.8566,69.97,24.27,9.65,0.88803,-0.05377,-0.45663,0.06131,0.99812,0.00171,3.96E+06,110.4,108.1,7.92,3491.193,-1.601,2.53E-01,11,0.2921,1.31E+06,1.2,3.7,0.786,1330.8,2.23E-06
335340.9,4263126.4,415.2,2,27:04:19:11:33:13,559993,0.8935,139.14,84.96,37.83,0.79716,-0.38279,-0.46691,0.38997,0.91682,-0.08583,3.15E+06,113.7,131,7.23,3656.596,-1.667,2.11E-01,9,0.2811,1.44E+06,8.6,3,0.703,1375.9,2.75E-06
335395.4,4263034.6,454.7,2,27:04:19:11:33:21,560001,0.7459,84.17,24.78,10.67,0.91705,-0.11273,-0.38249,0.1182,0.99295,-0.00926,5.49E+06,85.4,109.7,9.18,3106.846,-1.507,3.13E-01,10,0.3201,4.49E+06,12.2,5.6,0.914,1391.5,2.37E-06
335370.1,4263127.2,414.9,2,27:04:19:11:33:31,560011,0.314,76.78,67.03,30.29,-0.12836,0.9735,0.18925,-0.89473,-0.19598,0.4013,5.76E+06,131.3,116,6.88,7723.762,-1.493,8.25E-01,11,0.3209,1.98E+06,7.6,4.9,0.839,1366.6,3.01E-06
335305.5,4263166.4,336.2,2,27:04:19:11:33:32,560012,0.404,157.05,77.42,26.23,0.64125,-0.56408,-0.52021,0.5423,0.81278,-0.21284,7.50E+06,137,121.5,6.7,10930.225,-1.417,1.47E+00,11,0.3381,1.96E+06,7.8,4.3,0.814,1318.8,4.16E-06
335375.2,4263064.9,455.3,2,27:04:19:11:33:35,560015,0.4965,23.85,20.76,17.4,0.39016,-0.683,-0.61749,-0.34085,0.51586,-0.78595,1.27E+07,182.2,143.8,5.21,39319.993,-1.263,9.20E+00,11,0.3401,3.29E+06,19.2,9.8,0.838,1399,3.64E-06
335400.7,4263085.4,395.7,2,27:04:19:11:34:00,560040,0.8512,68.23,30.95,9.55,0.86916,-0.29033,-0.40033,0.29757,0.95361,-0.04553,2.38E+06,111.6,133.6,7.19,2797.832,-1.749,1.24E-01,7,0.244,2.65E+06,11,2.1,0.753,1335.9,2.32E-06
335444,4263122.5,403.3,2,27:04:19:11:34:42,560082,0.535,358.18,173.61,37.03,-0.15213,-0.98824,0.01553,0.9343,-0.14892,-0.32389,5.94E+06,186.2,121.1,5.6,14817.198,-1.484,1.63E+00,11,0.3318,1.88E+06,32.6,5.6,0.754,1334.6,2.31E-06
335368,4263125.2,368.6,2,27:04:19:11:34:58,560098,0.3795,112.01,68.01,32.79,0.25599,-0.93712,-0.23724,0.85964,0.33293,-0.38752,2.72E+06,125.6,103.2,7.5,2822.285,-1.71,1.40E-01,10,0.2672,1.22E+06,11.2,3.3,0.776,1323.2,2.73E-06
335330.7,4263124.1,345.3,2,27:04:19:11:35:19,560119,0.217,72.97,40.85,23.28,0.6848,-0.57075,-0.45309,0.53383,0.81614,-0.22124,4.23E+06,147,124.5,6.36,7178.096,-1.583,5.43E-01,11,0.3048,1.22E+06,11.2,6.3,0.826,1313.5,2.60E-06
335289.4,4263059.1,422.6,2,27:04:19:11:35:37,560137,0.574,131.8,112.11,22.47,-0.55435,-0.79246,0.25437,0.67594,-0.607,-0.41791,3.20E+06,99.8,137.3,7.75,3005.477,-1.664,1.75E-01,9,0.2831,3.12E+06,18.8,2.7,0.775,1395.4,2.59E-06
335467,4263057.8,463.6,2,27:04:19:11:35:41,560141,0.5297,89.9,42.37,11.74,0.91679,-0.20524,-0.3426,0.21221,0.97707,-0.01744,4.19E+06,134.4,132,6.46,6794.907,-1.585,5.18E-01,9,0.3077,1.05E+06,1.2,3.6,0.897,1382.9,2.85E-06
335342.8,4263098.8,424.2,2,27:04:19:11:35:55,560155,0.016,184.5,165.88,31.76,0.76223,-0.50928,-0.39954,0.46754,0.86004,-0.20429,1.77E+06,162.7,134.7,5.71,4152.236,-1.835,1.36E-01,6,0.2152,1.19E+06,14,2.6,0.808,1381.5,2.32E-06
335459.4,4263054.9,482.4,2,27:04:19:11:36:17,560177,0.133,241.57,118.77,29.07,0.18127,-0.97763,-0.10671,0.91013,0.20788,-0.3584,2.13E+06,141.8,124.6,6.41,3533.383,-1.781,1.37E-01,7,0.2138,1.13E+06,8.5,2.3,0.788,1402.8,2.72E-06
335229.5,4263034.3,334.3,2,27:04:19:11:36:58,560218,0.193,125.25,76.27,27.73,-0.82972,0.03089,0.55732,-0.04969,-0.99859,-0.01863,6.51E+06,85.3,154.2,8.35,4892.742,-1.458,5.80E-01,11,0.3078,3.76E+06,34.5,3.8,0.823,1335.8,2.79E-06
335233.5,4263143.3,352.9,2,27:04:19:11:37:00,560220,0.3655,141.39,132.66,22.61,0.82148,-0.15276,-0.5494,0.1961,0.98037,0.02063,1.88E+06,152.1,174.4,5.4,5213.112,-1.818,1.78E-01,10,0.2471,3.19E+06,11.1,2.5,0.726,1358.8,2.97E-06
335346,4263072.9,444.6,2,27:04:19:11:37:02,560222,0.09,44.29,38.01,23.54,-0.3655,0.4092,0.83604,0.6872,-0.48719,0.53888,1.50E+07,179.8,144.6,5.24,45623.996,-1.216,1.27E+01,11,0.3397,3.74E+06,17.6,8,0.859,1398,3.19E-06
335326,4263038.2,402.6,2,27:04:19:11:37:14,560234,0.443,342.23,154.5,77.5,-0.30325,-0.95191,0.04361,0.88599,-0.2985,-0.35485,3.57E+06,97.5,105.7,8.62,2437.051,-1.632,1.59E-01,8,0.2398,3.08E+06,4.1,2.1,0.607,1363.2,2.74E-06
335436.9,4263054.1,474.3,2,27:04:19:11:37:21,560241,0.8545,40.17,34.53,22.66,0.23717,-0.95178,-0.1946,0.87184,0.2969,-0.38954,8.70E+06,180.3,174.7,4.83,33870.697,-1.374,5.41E+00,11,0.3498,2.40E+06,2.8,8,0.767,1400.2,2.82E-06
335374.4,4263143.5,412.5,2,27:04:19:11:37:26,560246,0.9825,170.24,103.92,25.34,-0.52417,-0.84386,0.11463,0.77167,-0.52758,-0.35523,2.34E+06,135.2,113.5,6.83,3209.924,-1.754,1.39E-01,8,0.2211,5.14E+07,10.8,2.7,0.801,1364.8,2.63E-06
335351.4,4263134,465.3,2,27:04:19:11:37:32,560252,0.7885,234.99,183.71,42.28,-0.41325,-0.90661,0.08537,0.81584,-0.41025,-0.40756,4.94E+06,76.9,128.8,9.39,2612.645,-1.537,2.39E-01,9,0.2596,1.20E+07,26,2.3,0.755,1420.8,2.87E-06
335243,4263164.5,322.8,2,27:04:19:11:37:43,560263,0.4909,66.56,56.58,9.49,0.82057,-0.22388,-0.52588,0.26536,0.96414,0.00361,2.41E+06,113,141.9,7.04,3019.206,-1.746,1.32E-01,7,0.2654,1.51E+06,14.3,2.1,0.69,1330.2,2.67E-06
335378.8,4263056.5,414.2,2,27:04:19:11:37:48,560268,0.7035,19.61,17.07,13.71,0.22853,-0.01268,0.97345,-0.66102,0.73206,0.16471,2.11E+07,156.8,108.9,6.43,34663.677,-1.117,1.36E+01,11,0.3226,6.74E+06,23.9,10.3,0.924,1358.3,4.93E-06
335195.2,4262993.9,304.4,2,27:04:19:11:38:28,560308,0.9951,94.42,70.97,11.46,0.83607,-0.00481,-0.54859,0.00719,0.99997,0.00219,2.94E+06,97.9,116.2,8.29,2251.751,-1.688,1.20E-01,9,0.2722,2.18E+06,9.1,2,0.79,1322.8,2.63E-06
335382,4263083.9,437.2,2,27:04:19:11:39:03,560343,0.6065,73.97,33.64,24.26,0.38471,-0.88119,-0.27477,0.77681,0.46987,-0.41927,5.03E+06,167.7,106.1,6.3,8800.472,-1.532,8.21E-01,11,0.316,1.41E+06,30.8,6.5,0.807,1380.8,2.62E-06
335304.5,4263005.1,403.4,2,27:04:19:11:39:06,560346,0.907,237.39,142.16,32.24,0.00359,-0.99956,-0.02954,-0.88362,-0.017,0.46789,3.52E+06,104.8,104.8,8.27,2721.523,-1.635,1.75E-01,8,0.2209,2.13E+06,0,2.2,0.567,1370.6,2.25E-06
335359.8,4263126.1,434.9,2,27:04:19:11:39:22,560362,0.397,142.8,69.35,23.87,0.39548,-0.85552,-0.33419,0.79839,0.50008,-0.33539,1.28E+07,122.3,95.6,7.8,11773.774,-1.263,2.79E+00,11,0.328,3.42E+06,13.3,8.4,0.921,1388.7,2.76E-06
335237.3,4263061,389.3,2,27:04:19:11:39:24,560364,0.976,137.22,107.82,32.07,-0.80272,0.03171,0.59551,0.06901,0.99682,0.03995,4.31E+06,141.3,117.2,6.68,6317.448,-1.577,4.87E-01,11,0.3117,1.24E+06,12.1,3.8,0.793,1384,2.90E-06
335453.7,4263046,447.6,2,27:04:19:11:39:42,560382,0.2799,95.12,23.28,12.19,0.92346,-0.16085,-0.34834,0.16628,0.98597,-0.01446,2.47E+06,113.2,132,7.16,2941.11,-1.738,1.33E-01,10,0.2724,1.93E+06,9.4,2.6,0.748,1369.9,2.18E-06
335425.1,4263118.8,442.7,2,27:04:19:11:39:44,560384,0.9413,86.92,38.3,10.65,0.87042,-0.31708,-0.37661,0.33266,0.94272,-0.02486,3.69E+06,107.2,119.3,7.69,3546.547,-1.622,2.40E-01,10,0.2541,5.85E+06,6.1,2.2,0.776,1377.1,2.59E-06
335330.6,4263089.7,422.5,2,27:04:19:11:39:58,560398,0.5765,110.71,34.33,24.44,0.7217,-0.53046,-0.44471,0.4623,0.84753,-0.26071,4.96E+06,174.2,87.9,6.91,6566.39,-1.536,5.94E-01,11,0.3172,2.09E+06,43.1,7.5,0.86,1383.1,2.09E-06
335235.4,4262990.1,314.9,2,27:04:19:11:40:11,560411,0.342,71.45,17.17,14.16,0.85479,0.00676,-0.51894,0.00283,0.99984,0.01767,2.51E+06,111.1,102,8.06,2095.874,-1.733,9.58E-02,6,0.2628,1.00E+07,4.5,2.1,0.736,1315,2.16E-06
335396.7,4263120.6,420.9,2,27:04:19:11:40:13,560413,0.8968,69.85,31.2,9.91,0.83021,-0.38981,-0.3985,0.39826,0.91495,-0.06528,1.94E+06,148.1,88.8,7.33,2148.05,-1.809,7.71E-02,9,0.2433,5.39E+06,29.6,2.3,0.676,1364,2.28E-06
335392.1,4263054.1,401.8,2,27:04:19:11:40:30,560430,0.716,27.82,13.19,11,0.28338,-0.04658,0.95788,-0.12344,0.98874,0.0846,1.18E+07,174.4,127.4,5.64,28799.55,-1.285,6.32E+00,11,0.3164,3.25E+06,23.5,8.3,0.868,1342.4,3.84E-06
335330.5,4263096.2,430.6,2,27:04:19:11:40:54,560454,0.9,93.5,67.66,35.88,0.69904,-0.53474,-0.47476,0.5017,0.83985,-0.20726,4.59E+06,153.8,102.9,6.68,6738.431,-1.559,5.73E-01,11,0.3526,1.50E+06,25.4,4.3,0.853,1391.2,2.26E-06
335522.1,4263089.5,440.7,2,27:04:19:11:41:06,560466,0.685,279.85,64.31,43.23,0.84151,-0.30217,-0.44783,0.3481,0.9372,0.02173,4.21E+06,75,118.9,9.82,1948.174,-1.584,1.49E-01,11,0.2569,8.01E+06,22,2.3,0.78,1350.8,2.06E-06
335512.2,4263081.7,463.1,2,27:04:19:11:41:10,560470,0.5505,371.83,129.13,46.99,0.12855,-0.98722,-0.09418,0.91373,0.15482,-0.37566,3.07E+06,131.5,117.2,6.87,4140.783,-1.675,2.32E-01,11,0.3089,7.77E+05,7.2,3.5,0.815,1374.1,2.39E-06
335383.9,4263063.7,438.7,2,27:04:19:11:41:17,560477,0.1765,66.95,28.13,23.94,0.55006,-0.75537,-0.35617,0.15963,-0.32353,0.93266,4.68E+06,167.9,149.7,5.36,13289.354,-1.553,1.15E+00,11,0.3078,1.17E+06,9.1,4.7,0.848,1380.5,2.32E-06
335314.9,4263127.3,353.7,2,27:04:19:11:41:27,560487,0.602,116.48,100.18,43.89,0.73142,-0.38006,-0.5662,0.40244,0.91086,-0.09153,2.04E+06,124.3,135.8,6.79,2853.735,-1.793,1.04E-01,8,0.2652,8.55E+05,5.7,2.5,0.759,1327.2,2.05E-06
335519,4263046,443.6,2,27:04:19:11:41:29,560489,0.487,68.86,26.91,9.63,0.92991,-0.19746,-0.31027,0.20264,0.97913,-0.0158,2.42E+06,139.1,116.3,6.68,3548.775,-1.744,1.56E-01,10,0.2722,5.44E+05,11.4,3.6,0.826,1351.9,2.07E-06
335362,4263135.6,383.5,2,27:04:19:11:41:58,560518,0.9115,154.68,66.42,25.24,0.40783,-0.8397,-0.35857,0.77311,0.52651,-0.35367,3.38E+06,136.7,131.7,6.44,5533.635,-1.648,3.41E-01,11,0.312,1.73E+06,2.5,3.4,0.754,1340.3,2.50E-06
335511.9,4263099.5,456.5,2,27:04:19:11:42:12,560532,0.3887,86.83,46.63,13.51,0.8587,-0.40084,-0.31931,0.40829,0.91167,-0.04645,2.47E+06,109,137.7,7.26,2822.367,-1.739,1.27E-01,8,0.2375,2.25E+06,14.2,2.2,0.727,1369,2.36E-06
335418.3,4263031.2,491.7,2,27:04:19:11:42:20,560540,0.9115,34.75,19.83,9.85,0.21372,-0.00002,0.9769,-0.63616,0.7589,0.13919,2.71E+06,165.6,115.4,6.1,5218.638,-1.711,2.58E-01,10,0.292,7.24E+05,25.1,3.6,0.76,1421,2.17E-06
335282,4263035.6,377.6,2,27:04:19:11:42:40,560560,0.246,174.55,111.07,30.22,-0.12286,-0.9917,0.03784,0.86909,-0.12592,-0.47835,1.54E+06,188.8,125.8,5.54,3949.963,-1.876,1.09E-01,9,0.2446,6.96E+05,31.5,2.8,0.821,1355.2,2.50E-06
335259.9,4263089.5,316.5,2,27:04:19:11:43:00,560580,0.1886,74.74,37.53,9.68,0.84609,-0.15659,-0.50952,0.17729,0.98413,-0.00806,2.93E+06,100.6,109,8.34,2213.534,-1.689,1.18E-01,9,0.2589,2.42E+06,4.2,2.7,0.593,1310.1,2.08E-06
335359.3,4263086.6,449.8,2,27:04:19:11:43:16,560596,0.1135,56.88,48.66,28.41,0.10895,-0.98081,-0.16168,0.87326,0.17215,-0.45583,6.72E+07,197.9,168.5,4.64,294509.647,-0.782,3.67E+02,11,0.3218,1.70E+07,14.7,8.7,0.888,1399.8,2.72E-06
335219,4263130.3,318.8,2,27:04:19:11:43:19,560599,0.7622,89.94,47.43,10.93,0.81697,-0.21986,-0.53313,0.24663,0.96887,-0.02163,3.48E+06,157.4,142.7,5.72,8134.923,-1.639,5.16E-01,10,0.248,1.86E+07,7.4,3.3,0.719,1332.6,4.61E-06
335367.3,4263075.2,444.9,2,27:04:19:11:43:43,560623,0.646,69.1,54.17,31.86,-0.43183,0.72605,0.53514,0.41828,-0.36445,0.832,4.31E+06,171.4,99.2,6.45,7003.601,-1.577,5.59E-01,11,0.2988,1.60E+06,36.1,4.1,0.793,1392,2.11E-06
335476,4263102.8,468.1,2,27:04:19:11:44:06,560646,0.1895,84.72,19.65,11.35,0.87233,-0.35038,-0.34099,0.35623,0.93319,-0.04756,3.13E+06,137.5,119.7,6.64,4681.693,-1.669,2.67E-01,11,0.3132,8.06E+05,8.9,4.3,0.849,1388.1,2.01E-06
335493.5,4263123.7,455.5,2,27:04:19:11:44:26,560666,0.6535,208.64,128.77,44.29,0.39273,-0.90658,-0.15453,0.87356,0.42027,-0.24551,2.79E+06,151.9,127.9,6.1,5390.491,-1.702,2.74E-01,11,0.2799,9.23E+05,12,3.6,0.87,1373.9,2.11E-06
335408.1,4263155.5,437.6,2,27:04:19:11:44:39,560679,0.8415,145.3,129.4,34.94,0.45568,-0.82985,-0.32202,-0.79655,-0.54163,0.26862,2.53E+06,154.8,160,5.48,6733.559,-1.731,3.13E-01,11,0.3128,9.54E+05,2.6,4.8,0.793,1380.5,2.60E-06
335375.9,4263130.3,405.4,2,27:04:19:11:44:43,560683,0.7969,69.09,22.94,9.54,0.85518,-0.30449,-0.41947,0.32271,0.94606,-0.02882,3.57E+06,132.4,97.5,7.41,3843.841,-1.632,2.55E-01,11,0.2755,7.65E+05,17.4,3.1,0.655,1356.2,2.06E-06
335319.4,4263125.4,409,2,27:04:19:11:45:10,560710,0.613,70.4,32.41,23.88,0.56145,-0.71133,-0.42282,0.60557,0.70141,-0.3759,8.14E+06,178.2,84,7.03,10250.074,-1.393,1.52E+00,11,0.3309,3.04E+06,47.1,8.2,0.811,1377,2.33E-06
335495.9,4263062.4,505.9,2,27:04:19:11:45:17,560717,0.192,69.11,26.98,9.45,0.92135,-0.25361,-0.29461,0.25885,0.96567,-0.02177,3.42E+06,88.5,155.5,8,2921.412,-1.644,1.86E-01,9,0.2647,2.80E+06,33.4,2.4,0.783,1418.2,2.12E-06
335349.5,4263140.7,415.1,2,27:04:19:11:45:26,560726,0.0865,339.21,186.68,46.13,-0.74777,-0.62273,0.23035,0.53326,-0.76996,-0.35043,3.04E+06,98.2,108.6,8.41,2233.782,-1.678,1.26E-01,9,0.2287,2.33E+06,5.2,3,0.76,1374.5,2.32E-06
335150.7,4263086.6,268.8,2,27:04:19:11:45:29,560729,0.6007,78.4,32.6,12.44,0.73815,-0.11066,-0.6655,0.13903,0.99023,-0.01044,3.86E+06,118.2,107.5,7.94,3370.778,-1.609,2.18E-01,9,0.2591,2.38E+06,5.3,2.8,0.798,1315.1,2.77E-06
335368.5,4263063.3,397.4,2,27:04:19:11:45:33,560733,0.104,39.47,31.44,22.28,0.4668,-0.68384,-0.56077,0.41635,-0.38949,0.82155,2.98E+06,133.7,137.9,6.35,5094.603,-1.684,2.81E-01,11,0.2994,1.06E+06,2.1,4.5,0.897,1345.8,2.16E-06
335349.7,4263077.4,459,2,27:04:19:11:45:43,560743,0.449,34.23,25.02,19.12,0.49571,-0.73546,-0.46192,0.3055,-0.3502,0.88545,4.37E+07,142.9,103.2,6.92,57525.212,-0.907,4.66E+01,11,0.303,1.21E+07,19.8,16,0.815,1410.8,4.39E-06
335246.5,4263072.1,334.1,2,27:04:19:11:45:50,560750,0.524,130.26,105.91,38.68,-0.83456,-0.13076,0.53517,0.07323,-0.98913,-0.12749,1.73E+06,190,94.8,6.36,2930.104,-1.842,9.21E-02,8,0.2419,1.20E+06,47.6,2.8,0.771,1330.4,2.11E-06
335375.2,4263153.3,361,2,27:04:19:11:45:52,560752,0.9176,87.69,44.67,12.7,0.76814,-0.37458,-0.51928,0.40384,0.91279,-0.06105,2.39E+06,137.8,114.6,6.8,3330.317,-1.748,1.45E-01,11,0.2851,7.71E+05,11.6,3.1,0.747,1317,2.24E-06
335348.5,4262970.8,461.5,2,27:04:19:11:46:02,560762,0.4519,69.82,52.37,9.54,0.91003,0.04742,-0.41182,-0.04805,0.99881,0.00885,1.76E+06,142.3,130.5,6.25,3150.84,-1.836,1.03E-01,8,0.2574,2.11E+06,5.9,2.2,0.688,1411.2,2.00E-06
335372.6,4263127.8,406.9,2,27:04:19:11:46:19,560779,0.0145,99.37,65.39,20.45,0.37327,-0.87976,-0.29444,0.82397,0.46023,-0.33055,5.72E+06,164.7,116.8,6.06,11230.055,-1.495,1.19E+00,11,0.3186,1.75E+06,23.9,5.7,0.848,1358.4,2.06E-06
335328.6,4263086.9,300.9,2,27:04:19:11:46:45,560805,0.0151,78.98,64.89,10.38,0.84688,-0.15101,-0.50989,0.17519,0.98453,-0.0006,2.14E+06,132.2,91.2,7.78,1989.588,-1.779,7.63E-02,11,0.288,5.23E+05,20.5,2.5,0.677,1269.5,1.97E-06
335335.3,4263142.1,356,2,27:04:19:11:46:55,560815,0.93,174.15,122.31,31.31,0.51622,-0.71571,-0.4704,0.66895,0.67991,-0.30038,3.72E+06,155.2,123.8,6.19,6863.388,-1.62,4.57E-01,11,0.3114,9.46E+05,15.7,3.9,0.79,1323.8,2.07E-06
335288.5,4262940.2,342.2,2,27:04:19:11:47:00,560820,0.2468,65.13,52.49,9.7,0.84904,0.10514,-0.51776,-0.10881,0.99379,0.02338,4.07E+06,85.1,90.1,10.03,1765.993,-1.593,1.29E-01,10,0.274,1.80E+06,2.5,2.5,0.753,1320.3,2.04E-06
335414,4263088.4,421.5,2,27:04:19:11:47:21,560841,0.8524,85.37,19.75,15.19,0.88462,-0.26101,-0.38642,0.26126,0.96382,-0.05293,1.49E+06,152.1,106.9,6.59,2274.787,-1.885,6.28E-02,10,0.2597,9.71E+05,22.6,2,0.576,1357.2,2.03E-06
