,X,Y,Z,Pressure
0,335735.8818377157,4263051.180984913,-389.8327860738739,400.0
1,335736.0220316851,4263051.158,-387.59095775885885,399.98733168508943
2,335736.1812115468,4263051.136,-385.3491294438439,399.99054295163006
3,335735.79026785365,4263051.115,-383.10730112882885,399.4434607303772
4,335735.41363203165,4263051.093,-380.8654728138139,398.91031434487724
5,335735.08216139,4263051.071008037,-378.62364449879885,398.42298148110115
6,335734.7999589153,4263051.053073161,-376.3818161837838,397.99153450285183
7,335734.5455171565,4263051.035302458,-374.1399878687688,397.5880455125613
8,335734.2844990954,4263051.018,-371.89815955375377,397.1777969036705
9,335734.0156577562,4263051.0,-369.65633123873874,396.76000074246684
10,335733.747353904,4263050.982,-367.4145029237237,396.3426529326729
11,335733.4687764433,4263050.961536036,-365.17267460870875,395.9395845511457
12,335733.1826434199,4263050.941000001,-362.9308462936937,395.5303232318764
13,335732.8943378926,4263050.921,-360.6890179786787,395.1191360544126
14,335732.5940758028,4263050.9,-358.4471896636637,394.6960502225813
15,335732.3067193909,4263050.879861587,-356.2053613486487,394.28588720022526
16,335732.02389689325,4263050.859,-353.96353303363367,393.8802164237436
17,335731.72978386836,4263050.839,-351.72170471861864,393.46326676013604
18,335731.4563592742,4263050.818109639,-349.4798764036036,393.0670772274402
19,335731.1457532162,4263050.798,-347.2380480885886,392.63352354646923
20,335730.8573677328,4263050.777654092,-344.9962197735736,392.22225641584487
21,335730.56484332104,4263050.757,-342.7543914585586,391.8070717762139
22,335730.26310791646,4263050.736632921,-340.51256314354356,391.3825104666949
23,335729.9826222707,4263050.716,-338.2707348285286,390.9792199920327
24,335729.68577304546,4263050.696,-336.02890651351356,390.5594759482222
25,335729.39495980303,4263050.675,-333.78707819849853,390.14599895387516
26,335729.09924485977,4263050.655,-331.5452498834835,389.72739075085804
27,335728.81945878814,4263050.634,-329.3034215684685,389.32446428033666
28,335728.4611129191,4263050.576,-327.06159325345345,388.8951440264346
29,335728.11441165855,4263050.517068979,-324.8197649384385,388.47884271965927
30,335727.76412403426,4263050.457180492,-322.57793662342345,388.0592947728792
31,335727.42950287944,4263050.397570438,-320.3361083084084,387.65538809843304
32,335727.07560462656,4263050.338242732,-318.09427999339346,387.232047358277
33,335726.7290800087,4263050.279034944,-315.85245167837843,386.81625621690694
34,335726.38524246315,4263050.219628985,-313.6106233633634,386.4031004332095
35,335726.02781965263,4263050.16,-311.3687950483484,385.97609003260425
36,335725.68375556683,4263050.100703841,-309.12696673333335,385.5629334475766
37,335725.324274014,4263050.040965861,-306.8851384183183,385.1338228049375
38,335724.9841566721,4263049.981423286,-304.6433101033033,384.7245683147234
39,335724.6414460185,4263049.922189454,-302.4014817882883,384.3126301980726
40,335724.29283615603,4263049.862602478,-300.1596534732733,383.89435789044114
41,335723.9406032922,4263049.803619447,-297.91782515825827,383.4729227398178
42,335723.58764432964,4263049.743865392,-295.6759968432433,383.05040972216375
43,335723.235122877,4263049.684638821,-293.43416852822827,382.6286172265871
44,335722.8738282818,4263049.624750677,-291.19234021321324,382.19815429666556
45,335722.5258416746,4263049.542825629,-288.9505118981982,381.8099544888845
46,335722.12283810537,4263049.452907146,-286.7086835831832,381.3777381053444
47,335721.73472017975,4263049.362134589,-284.4668552681682,380.9608874741681
48,335721.3398156862,4263049.271392535,-282.2250269531532,380.53681195340386
49,335720.9510348723,4263049.180528105,-279.98319863813816,380.1192989249489
50,335720.56018631835,4263049.08983981,-277.74137032312314,379.69955428024116
51,335720.17170089926,4263048.9994183,-275.49954200810816,379.2822682191861
52,335719.78127231204,4263048.90928176,-273.25771369309314,378.8626286641471
53,335719.3847474076,4263048.818160782,-271.0158853780781,378.43744740759075
54,335719.00541151577,4263048.728,-268.7740570630631,378.0291033908712
55,335718.6023773083,4263048.636954828,-266.53222874804806,377.59696601529424
56,335718.21293519996,4263048.546316249,-264.2904004330331,377.1788142623248
57,335717.82626915496,4263048.456084287,-262.04857211801806,376.7632902266127
58,335717.43476810044,4263048.365623176,-259.80674380300303,376.3426238944682
59,335717.03244950966,4263048.274844603,-257.564915487988,375.9115606602035
60,335716.6450449408,4263048.184642373,-255.32308717297303,375.4950555340738
61,335716.2689392745,4263048.093291657,-253.081258857958,375.09006218868836
62,335715.8735011826,4263048.00351292,-250.83943054294298,374.6658794125681
63,335715.481902801,4263047.919747686,-248.59760222792795,374.2538397224602
64,335715.0601015414,4263047.838972219,-246.35577391291292,373.8155015414049
65,335714.6825890924,4263047.75824072,-244.11394559789795,373.42188909242634
66,335714.26664352766,4263047.677387484,-241.87211728288293,372.9894985213808
67,335713.8624549885,4263047.59754773,-239.6302889678679,372.56895498848064
68,335713.45897197624,4263047.516965149,-237.38846065285287,372.14911326338245
69,335713.0666576778,4263047.43621153,-235.1466323378379,371.74045767782167
70,335712.6631153533,4263047.355668482,-232.90480402282287,371.32064959408405
71,335712.24494574266,4263047.275,-230.66297570780785,370.8860457426504
72,335711.8506152471,4263047.194937823,-228.42114739279282,370.4755997027791
73,335711.4482828846,4263047.114183396,-226.1793190777778,370.05672873356286
74,335711.04583507235,4263047.033335939,-223.93749076276282,369.6381350723717
75,335710.63357171294,4263046.952667848,-221.6956624477478,369.2094386750273
76,335710.2320334526,4263046.872727938,-219.45383413273277,368.79163345256495
77,335709.83601354517,4263046.792156938,-217.21200581771774,368.3793027797164
78,335709.42398537364,4263046.71092576,-214.9701775027027,367.9508853736511
79,335709.01495203027,4263046.631,-212.72834918768774,367.52565203024915
80,335708.61201240297,4263046.550888152,-210.4865208726727,367.1061124029615
81,335708.221460572,4263046.47010664,-208.2446925576577,366.6994605720058
82,335707.8082125379,4263046.389155984,-206.00286424264266,366.2696515339326
83,335707.40052354574,4263046.308613333,-203.7610359276277,365.8459768788607
84,335706.9959748352,4263046.228429771,-201.51920761261266,365.42488972071357
85,335706.60659281426,4263046.147914089,-199.27737929759763,365.0191928142243
86,335706.19974729215,4263046.067342812,-197.0355509825826,364.5960829951173
87,335705.7883683047,4263045.986584143,-194.79372266756758,364.16826830471837
88,335705.40111323167,4263045.905917519,-192.5518943525526,363.76487199093657
89,335704.9944995612,4263045.825077197,-190.31006603753758,363.34171886045124
90,335704.5883568865,4263045.745319112,-188.06823772252255,362.9195207089386
91,335704.1731110001,4263045.664488859,-185.82640940750753,362.4878065434969
92,335703.77426641615,4263045.583570366,-183.58458109249256,362.07256641616806
93,335703.36695267825,4263045.503048595,-181.34275277747753,361.648914827082
94,335702.9513821557,4263045.423289922,-179.1009244624625,361.21730463633105
95,335702.54648282204,4263045.34246382,-176.85909614744747,360.7958487770225
96,335702.1387431478,4263045.262,-174.61726783243245,360.3718183828839
97,335701.74503963726,4263045.181018397,-172.37543951741748,359.9618396372618
98,335701.33340232645,4263045.101130992,-170.13361120240245,359.5341023264476
99,335700.91394455975,4263045.020369455,-167.89178288738742,359.09804455976723
100,335700.52006224036,4263044.939751329,-165.6499545723724,358.6877500725994
101,335700.122331999,4263044.864444922,-163.40812625735737,358.2714544600013
102,335699.72329843964,4263044.808632682,-161.1662979423424,357.84371478096045
103,335699.32303733466,4263044.752952507,-158.92446962732737,357.415313587804
104,335698.9469142275,4263044.6977651315,-156.68264131231234,357.01041422750825
105,335698.5361147272,4263044.642072047,-154.44081299729731,356.57132913667846
106,335698.1395588761,4263044.587,-152.19898468228234,356.1459878073359
107,335697.7456279375,4263044.53125278,-149.95715636726732,355.72375432755723
108,335697.340893058,4263044.475878469,-147.7153280522523,355.29053229247415
109,335696.9591527255,4263044.420572999,-145.47349973723726,354.88033922502274
110,335696.57237111364,4263044.365,-143.23167142222223,354.46497111364965
111,335696.1675856082,4263044.309834573,-140.98984310720726,354.03180289521663
112,335695.76127256174,4263044.253976123,-138.74801479219224,353.597151072993
113,335695.3778520997,4263044.199,-136.5061864771772,353.18500959766067
114,335694.97931378655,4263044.143242824,-134.26435816216218,352.7582351987581
115,335694.5751634428,4263044.087754213,-132.0225298471472,352.3253519960707
116,335694.1892638177,4263044.032,-129.78070153213218,351.9109638176983
117,335693.7930228517,4263043.976853234,-127.53887321711716,351.4863494685913
118,335693.40526458144,4263043.921545878,-125.29704490210213,351.07017375707824
119,335692.99671854865,4263043.865913981,-123.0552165870871,350.63287553884805
120,335692.60245158867,4263043.811000001,-120.81338827207213,350.2103906926251
121,335692.20278909995,4263043.755181242,-118.5715599570571,349.78207034174
122,335691.8033979226,4263043.699634305,-116.32973164204208,349.35451507500994
123,335691.40953263355,4263043.64445222,-114.08790332702705,348.93193963213014
124,335691.0146074106,4263043.58880028,-111.84607501201208,348.50862752282694
125,335690.6059618664,4263043.533462556,-109.60424669699705,348.0714931444503
126,335690.21136156295,4263043.4778440865,-107.36241838198202,347.6482836062996
127,335689.8177650352,4263043.438999999,-105.120590066967,347.2327650351862
128,335689.3951675655,4263043.428,-102.87876175195197,346.7994675654769
129,335688.9780865001,4263043.416999999,-100.636933436937,346.3713303370594
130,335688.56838702987,4263043.406,-98.39510512192197,345.95068702986566
131,335688.1490161818,4263043.394826535,-96.15327680690694,345.52052944949037
132,335687.7471776257,4263043.383,-93.91144849189192,345.1078686947433
133,335687.3081142893,4263043.3719999995,-91.66962017687695,344.6577142893285
134,335686.91950533376,4263043.3610000005,-89.42779186186192,344.258405333755
135,335686.4848681168,4263043.35,-87.18596354684689,343.81255734042986
136,335686.0909308489,4263043.338,-84.94413523183186,343.40783084886743
137,335685.65413777804,4263043.327,-82.70230691681684,342.9603377780554
138,335685.2539843636,4263043.316000001,-80.46047860180187,342.5488843635361
139,335684.82903707004,4263043.304769771,-78.21865028678684,342.1132370700309
140,335684.41376718757,4263043.2930000005,-75.97682197177181,341.6871257185821
141,335684.0229161263,4263043.282,-73.73499365675679,341.28517635582483
142,335683.5887152888,4263043.271000001,-71.49316534174176,340.8402152887907
143,335683.1809722918,4263043.26,-69.25133702672679,340.42167229183565
144,335682.7754128977,4263043.248510873,-67.00950871171176,340.0051683341544
145,335682.3509108312,4263043.237,-64.76768039669673,339.5696108312078
146,335681.940250918,4263043.226,-62.525852081681705,339.14815432539393
147,335681.5212988274,4263043.215,-60.284023766666735,338.7180988273801
148,335681.1072641255,4263043.204,-58.04219545165171,338.2932641255009
149,335680.69950997696,4263043.192,-55.80036713663668,337.87480997694604
150,335680.27431670675,4263043.181,-53.55853882162165,337.4386167755326
151,335679.8644318619,4263043.17,-51.316710506606626,337.01773186193054
152,335679.44553920685,4263043.159,-49.074882191591655,336.5881392068806
153,335679.0283171007,4263043.1522706915,-46.83305387657663,336.1626171007022
154,335678.60458328546,4263043.174,-44.5912255615616,335.74328595747414
155,335678.17145720136,4263043.194706033,-42.34939724654657,335.3150572013609
156,335677.7348044929,4263043.215707939,-40.107568931531546,334.8827044929094
157,335677.310874684,4263043.237,-37.86574061651652,334.46367468397915
158,335676.8687301293,4263043.258,-35.62391230150149,334.02593012931476
159,335676.4533596857,4263043.279,-33.38208398648658,333.6154596857506
160,335676.014428665,4263043.300110665,-31.14025567147155,333.18092866495374
161,335675.5845591668,4263043.321,-28.898427356456523,332.755935617679
162,335675.1563633445,4263043.342,-26.656599041441496,332.3321633445164
163,335674.7248516524,4263043.363661306,-24.414770726426468,331.9053823054332
164,335674.28801994293,4263043.38451224,-22.17294241141144,331.4731199429495
165,335673.86216176796,4263043.405569123,-19.931114096396414,331.0518894169252
166,335673.42391401733,4263043.427,-17.689285781381386,330.6182140172871
167,335673.0033699444,4263043.448,-15.447457466366359,330.20210117503586
168,335672.56529332616,4263043.469,-13.205629151351445,329.7688933261655
169,335672.1346431711,4263043.49,-10.963800836336418,329.34264317106175
170,335671.7089239182,4263043.511,-8.72197252132139,328.92182391819256
171,335671.2784857945,4263043.532,-6.480144206306363,328.4957857945268
172,335670.8519841329,4263043.553,-4.238315891291336,328.0741841329354
173,335670.4214882125,4263043.574,-1.9964875762763086,327.6480882124849
174,335669.9962961527,4263043.595,0.24534073873871876,327.22769615270033
175,335669.55023334135,4263043.616865528,2.487169053753746,326.7860333413879
176,335669.12254028465,4263043.637317048,4.728997368768773,326.3632402846868
177,335668.68692278175,4263043.658816658,6.970825683783687,325.9320227817743
178,335668.2793455347,4263043.68,9.212653998798714,325.5290540439586
179,335667.8384284936,4263043.701,11.454482313813742,325.09282849353855
180,335667.39902435255,4263043.722,13.696310628828769,324.6578243525613
181,335666.97614236997,4263043.743,15.938138943843796,324.2398423699737
182,335666.53556189226,4263043.7639999995,18.179967258858824,323.80366189225555
183,335666.1017896708,4263043.785,20.42179557387385,323.3746896707857
184,335665.69078081066,4263043.806521168,22.66362388888888,322.96808081064967
185,335665.260372168,4263043.827368753,24.905452203903906,322.5425721680097
186,335664.8237519833,4263043.848930156,27.14728051891882,322.1103519832792
187,335664.38737413916,4263043.87,29.389108833933847,321.67887413915014
188,335663.9566524615,4263043.890922472,31.630937148948874,321.2525524615305
189,335663.512872048,4263043.912,33.8727654639639,320.8136720480678
190,335663.09729512804,4263043.933,36.11459377897893,320.40249512803126
191,335662.6956463663,4263043.959,38.356422093993956,319.97910761366103
192,335662.2918240755,4263043.9860000005,40.59825040900898,319.5510801728384
193,335661.89797051565,4263044.012183142,42.84007872402401,319.13277894458093
194,335661.492163879,4263044.039,45.08190703903904,318.70302683406834
195,335661.10165194725,4263044.067,47.32373535405395,318.27518600769594
196,335660.7131273103,4263044.097,49.56556366906898,317.83886744150254
197,335660.33143930085,4263044.12694338,51.807391984084006,317.40909592196704
198,335659.9530641159,4263044.156268665,54.049220299099034,316.98272978349024
199,335659.582213519,4263044.186348201,56.29104861411406,316.56269121839586
200,335659.2106348131,4263044.2142118225,58.53287692912909,316.1367229902182
201,335658.8331778081,4263044.242,60.774705244144116,315.70513466016996
202,335658.469607054,4263044.27,63.01653355915914,315.2870879343594
203,335658.08683643455,4263044.298,65.25836187417417,314.8502290349609
204,335657.7058535623,4263044.318,67.50019018918908,314.42455356232296
205,335657.3138774638,4263044.338,69.74201850420411,313.98815372105935
206,335656.9309830316,4263044.358,71.98384681921914,313.56049990913436
207,335656.5508945735,4263044.3780000005,74.22567513423417,313.13607642584486
208,335656.1607803116,4263044.387,76.4675034492492,312.70559398347194
209,335655.78162597155,4263044.391,78.70933176426422,312.28797391598584
210,335655.3818346522,4263044.395,80.95116007927925,311.85025366597534
211,335654.9987063997,4263044.398,83.19298839429428,311.4284391128715
212,335654.60942822526,4263044.396483526,85.4348167093093,310.99856339782446
213,335654.22341556224,4263044.381,87.67664502432422,310.5667775165523
214,335653.8437421084,4263044.365706284,89.91847333933924,310.14149525008435
215,335653.4574627244,4263044.35,92.16030165435427,309.7093826177849
216,335653.0871080542,4263044.335,94.4021299693693,309.2932397569769
217,335652.7005291613,4263044.309184065,96.64395828438433,308.8526868525454
218,335652.33422257885,4263044.282068607,98.88578659939935,308.431484325514
219,335651.9617546111,4263044.256,101.12761491441438,308.00420760129674
220,335651.5733710668,4263044.228999999,103.36944322942941,307.56067500166864
221,335651.22114330245,4263044.206722344,105.61127154444443,307.14845458532903
222,335650.8523565792,4263044.1857605055,107.85309985945946,306.7173410334143
223,335650.49901512667,4263044.164,110.09492817447438,306.30169419066806
224,335650.12035330076,4263044.143122967,112.3367564894894,305.8602377511127
225,335649.754515,4263044.1280000005,114.57858480450443,305.4303274514283
226,335649.38067164755,4263044.1219999995,116.82041311951946,304.9884914274172
227,335649.02690716006,4263044.117,119.06224143453449,304.56672633880424
228,335648.66704543465,4263044.1110000005,121.30406974954951,304.1387149269639
229,335648.30854806356,4263044.106000001,123.54589806456454,303.71204655102486
230,335647.9407495599,4263044.117090876,125.78772637957957,303.28096777117906
231,335647.55204435694,4263044.128955923,128.0295546945946,302.8294104725846
232,335647.2104586538,4263044.14,130.2713830096095,302.4248586538042
233,335646.82690272183,4263044.151000001,132.51321132462454,301.97823629644114
234,335646.4619818789,4263044.17,134.75503963963956,301.54759719618414
235,335646.1076068179,4263044.193049892,136.9968679546546,301.12565692648764
236,335645.753534541,4263044.217,139.23869626966962,300.7037783819534
237,335645.3954513176,4263044.24,141.48052458468464,300.27849375314355
238,335645.018222351,4263044.263050511,143.72235289969967,299.82382133058184
239,335644.68776937545,4263044.287,145.9641812147147,299.39691915828365
240,335644.3628143788,4263044.310834923,148.20600952972973,298.97502707260804
241,335644.0339884369,4263044.334,150.44783784474464,298.5498019385213
242,335643.6930362305,4263044.357,152.68966615975967,298.10872221264566
243,335643.3897012675,4263044.3719999995,154.9314944747747,297.6727864008192
244,335643.0922002581,4263044.387479805,157.17332278978972,297.2431088220273
245,335642.78699050425,4263044.403,159.41515110480475,296.8053709988085
246,335642.5070427525,4263044.4180000005,161.65697941981978,296.393265927976
247,335642.2336194357,4263044.421,163.8988077348348,295.962069335966
248,335641.9559811246,4263044.42,166.14063604984983,295.51946017656786
249,335641.68449652364,4263044.419,168.38246436486486,295.0825971305709
250,335641.4346473956,4263044.419,170.62429267987977,294.6678475512365
251,335641.16604852834,4263044.409558831,172.8661209948948,294.2228103073334
252,335640.9409470126,4263044.388748872,175.10794930990983,293.8047931791937
253,335640.6955925749,4263044.368,177.34977762492485,293.36699916814274
254,335640.4598532119,4263044.347,179.59160593993988,292.9384087325836
255,335640.2124095223,4263044.325171424,181.8334342549549,292.4958666577795
256,335640.0079089996,4263044.296,184.07526256996994,292.0751662262466
257,335639.80762090173,4263044.266617805,186.31709088498496,291.65828636281736
258,335639.5801528723,4263044.237556885,188.5589192,291.21468160969124
259,335639.3614962366,4263044.208000001,190.8007475150149,290.77990359907517
260,335639.1637600933,4263044.179,193.04257583002993,290.34087457898914
261,335638.9724650577,4263044.15,195.28440414504496,289.9052182885157
262,335638.79029620264,4263044.120216369,197.52623246006,289.4786400411456
263,335638.6174324032,4263044.091033632,199.768060775075,289.0613971992281
264,335638.4517525158,4263044.064879602,202.00988909009004,288.6361421669322
265,335638.2867474146,4263044.039443041,204.25171740510507,288.2001322337582
266,335638.1180706348,4263044.014524873,206.4935457201201,287.7605773377698
267,335637.9610485295,4263043.99,208.73537403513512,287.33284618579427
268,335637.8083102791,4263043.967,210.97720235015004,286.9065235365813
269,335637.659297148,4263043.953,213.21903066516506,286.4749761866472
270,335637.4925567072,4263043.938999999,215.4608589801801,286.02615460453495
271,335637.38027921045,4263043.925,217.70268729519512,285.63183694592306
272,335637.22101693257,4263043.912,219.94451561021015,285.19154477429
273,335637.0737120172,4263043.904,222.18634392522517,284.76705678362737
274,335636.90682150854,4263043.896000001,224.4281722402402,284.32267080582983
275,335636.75726055994,4263043.887,226.67000055525523,283.8956134644671
276,335636.6009957319,4263043.879,228.91182887027026,283.46230208798124
277,335636.4407100147,4263043.869,231.15365718528528,283.02904525416966
278,335636.2818178492,4263043.859237519,233.3954855003002,282.5981192131452
279,335636.1241027097,4263043.849060587,235.63731381531522,282.16836017232515
280,335635.97108878917,4263043.839881002,237.87914213033025,281.742886700961
281,335635.8145549297,4263043.824,240.12097044534528,281.3149572024157
282,335635.67021393933,4263043.805,242.3627987603603,280.899087423386
283,335635.5007519075,4263043.786,244.60462707537533,280.45838433571276
284,335635.35641109175,4263043.767,246.84645539039036,280.04249301866764
285,335635.1778728585,4263043.748,249.0882837054054,279.59243680101497
286,335635.0232892144,4263043.728999999,251.33011202042042,279.16622180164285
287,335634.86518762604,4263043.71,253.57194033543533,278.7367228428583
288,335634.7194007503,4263043.691000001,255.81376865045036,278.31951635759606
289,335634.5611800935,4263043.672,258.0555969654654,277.8897039392641
290,335634.3994849789,4263043.653,260.2974252804804,277.45671545728186
291,335634.25894621597,4263043.633,262.53925359549544,277.03472760182666
292,335634.102828433,4263043.613,264.78108191051047,276.59495220500577
293,335633.97790633293,4263043.593490833,267.0229102255255,276.18612425019
294,335633.81432902464,4263043.573282144,269.2647385405405,275.73900653406116
295,335633.6732439051,4263043.553074257,271.50656685555555,275.3143191535985
296,335633.5206148642,4263043.533866043,273.74839517057046,274.87817093760606
297,335633.3783178638,4263043.5139999995,275.9902234855855,274.45234791268336
298,335633.2492821621,4263043.494,278.2320518006005,274.03968556151483
299,335633.09950348886,4263043.485752984,280.47388011561554,273.6078843940045
300,335632.93869941984,4263043.516949836,282.71570843063057,273.17039538642234
301,335632.78373659047,4263043.5481455,284.9575367456456,272.73840539283214
302,335632.6453532594,4263043.5793070095,287.1993650606606,272.3227419027644
303,335632.47397672496,4263043.610548484,289.44119337567565,271.8745406726383
304,335632.3181083884,4263043.6659574285,291.6830216906907,271.46087441620347
305,335632.1375311063,4263043.733691675,293.9248500057056,271.0319481698601
